微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KFD0G8vNm,【曼大CPM申请互助群】 目前：73/200人群体：准备申22fall和申了21all的同学入群方式：微博私信我你要加的群，因为要手动拉群，比较慢。群规则：1.群内不允许发广告信息，友善讨论，否则T群处理2.看到曼大CPM申请实用信息欢迎转群内互通信息有无3.请改好自己群名片，昵称+所申专业，方便找队友，按群名片定期清群4.群内新老生都有，不分入学时间 ,,无,无,无,2021-11-02 22:30,微博 weibo.com,3,0,7
KFCOwzO7Q,【英国】6分钟云逛The Lake District National Park 崔钟博汶Cook的微博视频  ,,无,无,无,2021-11-02 22:00,微博视频号,10,4,1
KFCCjiuun,【新加坡申请】学生：大家好，我想问一下大家，就是我现在想申请南洋理工的acc，有一个Data Analytics Specialsation，如果选了是十月毕业，不选是五月毕业，请问这个毕业时间会影响秋招吗，谢谢大家  ,,无,无,无,2021-11-02 21:30,微博 weibo.com,2,0,6
KFCyg8tiX,【学生投稿】学生：投个稿，谢谢大家！  [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/6cbca238gy1gw0zkvl0iuj20ku2ban66.jpg,http://ww4.sinaimg.cn/large/6cbca238gy1gw0zkwtb5oj20ku5k8x26.jpg,http://ww1.sinaimg.cn/large/6cbca238gy1gw0zkvtfuxj20ku15ugql.jpg",无,无,2021-11-02 21:20,微博 weibo.com,190,15,44
KFCucjvLZ,【学生投稿】学生：大家好，我想请问大家一个问题，本科在国内读的是某学科，然后国外读研专业是 master of education（上面的某学科方向），这种情况回国考编符合条件嘛，会不会算本硕不一致。有无了解的同学可以解答一下，感谢  ,,无,无,无,2021-11-02 21:10,微博 weibo.com,1,0,1
KFCm5mKqd,【香港申请】学生：大家好，请问港中文翻译 MA translation网申阶段需要邮寄材料吗，在网申系统里没看到要求，学院官网也没找到（可能是我眼拙）。毕业生学位证毕业证复印件（放信封内）一定需要教务盖章吗，教务找我要证明截图，官网也没看到  ,,无,无,无,2021-11-02 20:50,微博 weibo.com,3,0,11
KFCi1kAmb,【加拿大申请】学生：大家好，我又来了呜呜呜。 可以帮我问问有没有申请加拿大多伦多大学oise的同学吗，因为我不知道申请2个3个项目的话，推荐信需要上传2、3次嘛（本社恐觉得很麻烦老师，想着如果要上传这么多次麻烦老师那么多次就不申请了呜呜呜）还有就是，想放弃另一个原因是学费太贵了呜呜呜。不是我想白嫖，是因为上传推荐信是最后一步所以我没有试呜呜呜 ,,无,无,无,2021-11-02 20:40,微博 weibo.com,5,0,6
KFC1OnxWG,【港中深面经投稿】学生：Cook叔，我来报个港中深会计面经攒攒人品简历面，自我介绍+职业规划专业面，杜邦分析法case，好像是关于中国要不要对于垃圾收费，要的话具体应该怎么做  ,,无,无,无,2021-11-02 20:00,微博 weibo.com,7,1,0
KFBTFFoZX,【威敏Offer】学生：又来offer了，攒下人品～威斯敏斯特的Social Media and Digital Communication tl：10.20-11.2，con：75%均分，6.5（5.5）雅思，无留位费！bg：双非一本前100，播音主持专业，3.81/4.0，均分88，加权86，2段电视台，1段广告，1段奢侈品，3年教育工作，1段商赛一等奖，几个小奖项和奖学金。 ,,无,无,无,2021-11-02 19:40,微博 weibo.com,4,0,0
KFBPBkxfk,【学生投稿】学生：大家好，我想咨询一个本科转学的问题。谢谢！请问本科转学去国外的话，原学校的课程参与减免了学分，那申请硕士时要交原学校成绩单吗？这样的话之前学校的背景会有影响吗？影响大吗？我是原学校减免了一年，转学过去需要读两年。还有就是我想咨询下，辅修的成绩影响大不？应该是那种学校自己开的辅修双学位，但是有成绩单。 ,,无,无,无,2021-11-02 19:30,微博 weibo.com,4,1,6
KFBNfps8H,【KCL投稿】学生：叔，我来投稿个KCL Finance Analytics就读体验工作日满课，满课是指，周一到周五都有课  原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1gw10zh9jbfj20ih0nvtap.jpg,无,无,2021-11-02 19:24,微博 weibo.com,274,12,63
KFBLys7QB,【LSE申请】学生：大家好，我搜想问问大家lse的传媒有专业不接受二硕申请吗，例如他们的lse+usc我隐约记得是不是不接受二硕还是我记错了。以及如果是传媒二硕有对一硕专业的要求吗，有人提到需要课程差异＞30％吗，但是一般来说如果按照一硕之前申请，写文书又应该是需要对应课程，有点迷惑。谢谢大家！ ,,无,无,无,2021-11-02 19:20,微博 weibo.com,0,1,1
KFBJRx09y,【UCL申请】学生：大家好，有个问题想咨询一下。申请的ucl纪录片专业，额外交了自己写的剧本，中介帮我放在ps后面了……没放在additional documents里面剧本还挺长的，一共7页…这样会有影响么？  ,,无,无,无,2021-11-02 19:15,微博 weibo.com,12,0,4
KFBJN8lVF,【KCL相关】学生：大家好 想问下有没有申KCL的IPE专业的友友知道要求的dissertation具体要写哪方面的嘛 是找一个跟专业有关的课题再深入写嘛 麻烦大家了 会蹲评论的[苦涩]  ,,无,无,无,2021-11-02 19:15,微博 weibo.com,5,0,6
KFBJw2hRr,"【英港申请】学生：大家好，本人211会计专业，均分88.5 雅思7（6），一年国企一年审计工作经验，几个IPO项目，有两个商赛获奖，主申会计，第一轮先提交了港大 ACC,爱丁堡大学的 FA ，曼大的 ACC，因为担心G不能按时出成绩耽误申请成功率，想问下大家无G的话这3个学校成功率怎么样，最近有点想用城大保底了谢谢大家！ ",,无,无,无,2021-11-02 19:15,微博 weibo.com,19,0,6
KFBIHtebN,【爱丁堡拒信】学生：报一个爱大mkt拒信 tl：10.2-11.1 理由专业不匹配 bg：曼大化学本2.1 ucl材料在读  ,,无,无,无,2021-11-02 19:13,微博 weibo.com,6,1,12
KFBHH6gao,【22fall申请】学生：大家好，我想问问择校定位，谢谢大家！末流985金融，gpa87，雅思7.5（6.5），gre325+，申请了英国LSE UCL 爱曼王和新2，都是finance或者eco专业，现在感觉太卷了有点想再diy申美但是一直没了解太多美国选校  原图 ,,https://wx1.sinaimg.cn/large/6cbca238gy1gw10m9xzejj20u00v1jt5.jpg,无,无,2021-11-02 19:10,微博 weibo.com,14,3,13
KFBHur35F,【UCL申请】学生：大家好，我想麻烦问一下今年ucl的llm推荐人为什么只有一个人的位置。但是检查申请表格又有两个人的位置，而且打星号的，但是只填了一个人的位置也能提交  ,,无,无,无,2021-11-02 19:10,微博 weibo.com,1,0,3
KFBFR3N6V,【学生投稿】学生：大家好，投个稿，申请格拉斯哥Mfin会比MSC的金融考公更容易通过资格审查吗？担心这个问题很久了，求求各位大佬给个回答，谢谢大家帮忙  ,,无,无,无,2021-11-02 19:05,微博 weibo.com,2,0,6
KFBESvfz0,【英港Offer】学生：叔，报两个offer为梦校攒人品[开学季]1.利兹 llm 10.13-10.272.CUHK llm的推研，iel专业，港校还有两个专业还在蹲结果~9.2-11.2希望梦校也能录取我祝大家都offer多多Bg是五院，均分85，雅思6.5  ,,无,无,无,2021-11-02 19:03,微博 weibo.com,4,1,0
KFBEBjI3G,【港中文申请】学生：求问大家 港中文下offer后考虑交留位费的时间有多久？以及同一学校一专业发offer之后其他专业还会录吗？已收到econ，在等fin和hku有希望吗bg c9国贸 86 7 g650未交 四大工作两年 fin是否有希望 谢谢！  ,,无,无,无,2021-11-02 19:02,微博 weibo.com,5,0,3
KFBDqB0cw,【爱丁堡申请】学生：不好意思打搅大家了，我想问一下爱丁堡给我发邮件让我补语言成绩是什么意思呀，不是可以无雅申吗？爱丁堡雅思要7我只考了6 就没有传（顺便我感觉我之前的cv写的不太好要补的话可以一起补给她们吗 谢谢大家了祝大家都有好offer！  ,,无,无,无,2021-11-02 19:00,微博 weibo.com,33,2,27
KFBBdxR5z,【格拉Offer】学生：投个稿攒人品蹲梦校～格拉offer MSc(Med Sci)Clinical PharmacologyTL：10.13-11.1bg:末流211 80 2论文已毕业没con成绩con雅思6.5(6)留位费1000磅5.31之前交  格拉真的太友好了  ,,无,无,无,2021-11-02 18:54,微博 weibo.com,7,0,0
KFBAsilPr,【英国申请】学生：大家好，我来报个offer和拒信，offer是南安的contemporary curation tl：10.19-10.26 拒信是利兹的Curating Science and Technology tl：10.19-11.1 理由：不符合minimum entryrequirements 求好运！还有听别人说今年南安申请两个只受理一个，请问大家这是真的吗 ,,无,无,无,2021-11-02 18:52,微博 weibo.com,2,0,3
KFBuO6Jte,【港中文投稿】学生：Cook叔我来投个稿，为想要申请cuhk seem的学弟学妹提供一点信息。我是申请21fall 港中文seem的学生（现在在读）bg是财经211 3.5 6.5（6）gre319，我们专业的同学本科背景多种多样，cs 机械 金融类 管理类都有，均分卡的不死，个人认为82+就有希望，但是学校背景都是985211（没有双非，上一届学姐好像也是这么说的）所以均分不高（没有85）的学弟学妹大胆冲！ ,,无,无,无,2021-11-02 18:38,微博 weibo.com,25,1,21
KFBnz1dTV,【英国申请】学生：Cook叔，我申请季基本结束啦，发下我大部分的tl！bg的话是双非一本80分ee本专业  原图 ,,https://wx1.sinaimg.cn/large/6cbca238gy1gw0z6qy6jij20n01dswi2.jpg,无,无,2021-11-02 18:20,微博 weibo.com,14,1,18
KFBm4q9x1,【港中文申请】学生：大家好，求问大家，cuhk今年要寄送雅思吗？中介没有提这件事情，所以网申提交了一直没有寄送纸质材料，因为看官网说今年可寄可不寄，请问今年雅思️说要官方寄送吗？还是说网申上传了扫描件就可以了呀  ,,无,无,无,2021-11-02 18:17,微博 weibo.com,5,0,11
KFBjc3eRa,【布大申请】学生：大家好，想问一个offer选择，谢谢！目前收到的是布里斯托的public policy和international development！以后想去咨询公司，外企私企工作或者研究院或者啥的（也不知道能不能找到工作这俩专业…）纠结点在于公共政策可能涉及到量化和模型设计分析怕自己学不明白但是感觉相对好就业，国际发展感觉学的人不多比较怕以后不好就业…拜托大家可以给到一点意见！ ,,无,无,无,2021-11-02 18:10,微博 weibo.com,0,1,1
KFBhssoK1,【爱丁堡申请】学生：大家好，请问爱丁堡大学的ps和relevant knowledge是把一篇完整的ps拆开上传的话（每篇大概300词左右）字数会不会太少了呢？还有必要在myed申请修改资料吗？谢谢！～  ,,无,无,无,2021-11-02 18:05,微博 weibo.com,3,0,1
KFBgMc5mW,【南安选Offer】学生：大家好，我想问问大家 南安的digital media management和digital advertising and branding这两个专业的课程设置怎么样呢，如果要选选哪一个比较好呀谢谢！  ,,无,无,无,2021-11-02 18:04,微博 weibo.com,2,0,3
KFB9q00Cq,【香港面经投稿】学生：叔，报个港科ism面经，攒攒人品[苦涩][苦涩]1.你为什么选择我们项目？（上来就问why项目有点慌）2.你说你喜欢更多的application，具体是什么样application？（我在why项目提到了application）3.你在本科课程也学过信管相关课程，你最不喜欢的是哪一个课程？4.你还申了hkust的其他项目，相对来说更喜欢哪个？5.长期短期的career goal是什么？6.你还有什么问题？tl ：10.10投递-10.21面试通知-11.02面试 ,,无,无,无,2021-11-02 17:46,微博 weibo.com,5,0,5
KFARw6LcA,【南安拒信】学生：报个拒信攒人品。南安，专业global advertising and branding，tl：10.26-11.1，bg：独立学院，电子商务专业，均分85.53，原因是原专业不符合！实在想问问这个专业要的本科专业是什么 （哭）  ,,无,无,无,2021-11-02 17:01,微博 weibo.com,6,0,14
KFARnbw2q,【KCL Offer】学生：叔报个offer，KCL-DAMM，均分92，传媒强校211，国际会议经历一次，专业竞赛国奖2项，校级奖学金2项  ,,无,无,无,2021-11-02 17:01,微博 weibo.com,316,17,209
KFAQpdw6h,【UCL Offer】学生：报ucl llm con offer背景：吉大法学 88.2 两律所 三个校级奖学金  ,,无,无,无,2021-11-02 16:59,微博 weibo.com,24,3,15
KFzOm6w68,【UCL Offer】学生：叔，报个offer攒攒人品，UCL Comparative literature   TL：10.27–10.29推荐信齐-11.2 con offerBg: 985英语专业，均分85.65，雅思7（6.5），con了85和雅思，真的没想到低均分选手也可以，希望大家都能有梦校offer[开学季]！  ,,无,无,无,2021-11-02 14:21,iPhone 13 Pro Max,104,0,94
KFzNM1kmY,【港校DIY网申问题】学生：大家好，我想问下大家网申时本科教学方式里的 coursework/research/both，（全日制本科）应该选哪个呀，我原先选了coursework现在感觉有点不对劲…怕被误会成非全之类的。另外，修改网申信息会影响审理顺序吗？谢谢大家！  ,,无,无,无,2021-11-02 14:20,微博 weibo.com,2,0,5
KFzJJ8Uws,【文书准备】学生：大家好，我有个问题想问一下大家，就是中介没有把均分写在cv里 只写了绩点 我问了说需不需要修改一下把两个都写上 中介说 只要写一个就行 学校之后会看成绩单上的均分的 是这样的吗[苦涩]  ,,无,无,无,2021-11-02 14:10,微博 weibo.com,11,0,11
KFzFFnfQV,【圣安Offer】学生：叔我也报个热乎的圣安tesol offer攒人品[开学季][开学季][开学季]tl: 10.9-11.1con学位证和保持当前绩点bg:双非 均分85+  ,,无,无,无,2021-11-02 14:00,微博 weibo.com,7,0,0
KFzpq4yE0,【新加坡申请】学生：大家好，我想请问一下托福送分到NUS需要多久呀？谢谢！  ,,无,无,无,2021-11-02 13:20,微博 weibo.com,1,0,1
KFzhjpneU,【曼大申请】学生：大家好，我想问问申请曼大llm的友友们今年推荐信是怎么处理的啊？网申系统上没看到填推荐人信息的地方，我直接和成绩单合并上传了，不放心还是想问问大家，谢谢！  原图 ,,https://wx3.sinaimg.cn/large/6cbca238gy1gw0m76fe9xj20k20zz0uw.jpg,无,无,2021-11-02 13:00,微博 weibo.com,15,0,13
KFzdJus7d,【英国申请】学生：报个录取情况攒攒人品。bg：双非一本，商科均分88+ 录取：杜伦accounting 10.15布里斯托 mgt（ib）10.13-10.26谢菲尔德mgt（ib）10.13-10.21拒：布里斯托afm 10.13-10.26kcl edu 10.20-11.2  ,,无,无,无,2021-11-02 12:51,微博 weibo.com,9,0,4
KFzdAqpk2,【香港Offer】学生：叔，报个offer，港中文llm，国际经济法方向，tl：9.30网申，10.12材料寄到，10.27补学信网认证。bg：985，87.7，雅思6.5，过法考  ,,无,无,无,2021-11-02 12:50,微博 weibo.com,15,0,4
KFySYCkfy,【格拉Offer】学生：叔报个offer，格拉斯哥QF量化金融，双非财经89+，7（6），tl10.19-11.2  ,,无,无,无,2021-11-02 12:00,微博 weibo.com,11,0,3
